ID
428,2604,2604,1983,1983
429,1073,1073
430,2555,2555
431,1202,1202,2508,2508
432,2592,2592
433,1657,1657
434,2145,2145
435,1966,1966
436,1630,1630
437,1170,1170,1031,1031
438,1960,1960
439,2069,2069
440,1969,1969
441,1637,1637
442,1281,1281
443,1460,1460
444,1261,1261
445,1126,1126
446,1388,1388,2718,2718
447,1053,1053,2129,2129
448,1260,1260
449,1996,1996,2752,2752
450,2004,2004
451,1689,1689
452,1746,1746
453,1469,1469
454,1959,1959,1131,1131
455,2043,2043
456,1076,1076
457,1732,1732
458,1317,1317
459,1795,1795
460,2348,2348
461,1994,1994
462,2389,2389
463,1628,1628
464,2219,2219
465,2489,2489
466,1091,1091
467,1783,1783
468,1128,1128
469,2084,2084,2748,2748
470,2206,2206,2557,2557
471,2719,2719,2749,2749
472,1857,1857
473,1231,1231
474,2607,2607
475,1699,1699,2286,2286
476,2130,2130
477,1102,1102
478,2270,2270
479,2082,2082
480,1362,1362
481,2443,2443
482,1192,1192,1077,1077
483,1698,1698
484,2427,2427
485,2140,2140,1433,1433
486,1909,1909
487,1527,1527
488,1391,1391
489,1127,1127
490,1414,1414
491,1804,1804,1443,1443
492,2064,2064,2684,2684
493,2074,2074,2708,2708
494,2167,2167
495,2613,2613
496,1681,1681
497,1717,1717
498,2545,2545,2367,2367
499,2103,2103
500,1799,1799,1978,1978
501,2211,2211
502,2576,2576,1421,1421
503,1096,1096
504,1521,1521
505,1277,1277
506,1830,1830,2386,2386
507,1649,1649
508,1487,1487
509,1378,1378
510,1299,1299
511,2422,2422
512,1792,1792
513,2539,2539
514,1544,1544
515,2216,2216
516,1884,1884
517,1998,1998
518,1644,1644
519,2089,2089
520,1900,1900
521,1887,1887
522,2483,2483
523,1214,1214
524,1593,1593,1520,1520
525,1973,1973
526,2003,2003
527,1662,1662,2559,2559
528,1576,1576
529,2420,2420
530,1145,1145
531,1623,1623
532,2405,2405
533,2298,2298
534,1981,1981
535,1753,1753
536,1123,1123
537,2170,2170
538,1276,1276
539,1028,1028
540,1585,1585
541,1932,1932
542,1901,1901
543,2406,2406
544,1201,1201
545,1040,1040
546,1650,1650,2363,2363
547,2682,2682
548,2553,2553
549,2437,2437
550,1042,1042
551,1898,1898
552,2640,2640
553,2320,2320
554,1342,1342
555,1538,1538
556,1734,1734
557,1790,1790,1255,1255
558,2292,2292
559,1349,1349
560,1940,1940
561,2527,2527
562,1573,1573
563,1626,1626
564,2024,2024
565,1806,1806
566,1997,1997
567,2721,2721
568,1968,1968
569,1771,1771
570,2358,2358
571,2125,2125
572,1627,1627
573,2224,2224
574,2151,2151
575,1879,1879
576,1504,1504
577,1275,1275
578,2174,2174
579,2564,2564
580,1679,1679
581,2158,2158
582,1049,1049
583,2205,2205
584,1481,1481
585,1033,1033
586,1914,1914
587,2223,2223
588,1302,1302
589,1974,1974
590,1264,1264,1954,1954
591,1047,1047,1432,1432
592,2172,2172,2449,2449
593,1041,1041
594,1340,1340
595,1473,1473,2394,2394
596,1368,1368
597,1058,1058
598,2033,2033
599,2075,2075
600,2309,2309
601,1961,1961
602,2114,2114
603,1228,1228
604,2299,2299
605,1405,1405
606,1825,1825
607,2105,2105
608,1114,1114
609,1154,1154
610,1739,1739,2049,2049
611,2373,2373,1655,1655
612,2610,2610
613,1172,1172
614,1936,1936
615,1413,1413
616,1182,1182
617,2258,2258
618,2314,2314
619,2466,2466
620,1272,1272
621,2277,2277
622,1044,1044
623,2531,2531
624,1370,1370,2642,2642
625,2236,2236
626,1752,1752
627,1269,1269
628,1316,1316
629,1394,1394
630,2509,2509
631,2438,2438
632,2475,2475,1703,1703
633,2520,2520
634,1694,1694
635,1803,1803
636,1564,1564,2232,2232
637,1036,1036
638,1307,1307
639,1769,1769
640,1304,1304
641,2312,2312
642,1250,1250
643,2253,2253
644,2154,2154
645,1094,1094
646,2088,2088
647,1661,1661
648,2686,2686
649,2234,2234
650,2072,2072
651,2738,2738
652,1944,1944,1522,1522
653,2281,2281
654
655,1721,1721
656,2372,2372
657,2723,2723
658,1454,1454
659,1384,1384
660,1223,1223
661,1164,1164
662,1788,1788,1069,1069
663
664,2423,2423
665,1516,1516
666,2202,2202
667,2393,2393,2395,2395
668,2135,2135
669,1135,1135
670,1288,1288
671,1365,1365
672,1322,1322
673,1706,1706
674,1899,1899
675,2439,2439
676,1156,1156
677,2338,2338
678,1724,1724
679,1939,1939
680,1209,1209
681,2315,2315
682,1225,1225
683,2090,2090
684,1723,1723
685,2691,2691
686,1875,1875
687,1195,1195
688,1921,1921
689,2643,2643
690,1158,1158
691,2722,2722
692,2751,2751
693,1133,1133
694,1066,1066,2476,2476
695,2228,2228,1634,1634
696,2518,2518
697,1714,1714
698,1273,1273
699,2728,2728
700,1815,1815
701,1449,1449
702,1377,1377
703,2465,2465
704
705,2528,2528
706,1508,1508
707,2514,2514
708,2692,2692
709,1993,1993
710,1642,1642
711,2375,2375
712,1235,1235
713,1429,1429
714,2323,2323
715,2246,2246
716,2157,2157,1931,1931
717
718,1654,1654
719,1853,1853
720
721,2672,2672
722,1325,1325
723,2274,2274
724,1955,1955
725,1777,1777
726,1159,1159
727,1430,1430
728,2502,2502
729,1566,1566
730,1567,1567
731,2546,2546
732,1910,1910
733,1374,1374
734,2720,2720
735,1358,1358
736,1267,1267
737,1660,1660
738,1330,1330
739,1168,1168
740,2146,2146
741,1603,1603
742,1453,1453
743,1917,1917
744,1589,1589
745,2011,2011
746,2457,2457
747,1337,1337
748,1366,1366
749,2603,2603
750,2194,2194
751,1157,1157
752,1072,1072
753,1989,1989
754,1629,1629
755,1466,1466
756,1071,1071
757,1051,1051
758,2097,2097
759,2574,2574
760,1596,1596
761,1664,1664
762
763,2230,2230
764,2533,2533
765,1557,1557
766
767,1035,1035
768,2166,2166
769,1785,1785
770,1180,1180
771,2117,2117
772,1618,1618
773,1032,1032
774,2694,2694
775,2549,2549
776,2244,2244
777,2656,2656
778,2214,2214
779,1906,1906
780,2486,2486
781,2417,2417
782,1976,1976
783,2712,2712
784,1083,1083
785,1211,1211
786,1406,1406
787,2012,2012
788,2676,2676
789,2042,2042
790,1359,1359
791,1763,1763
792,1492,1492
793,1437,1437
794,1716,1716
795,2326,2326
796,2128,2128
797,1786,1786
798,1748,1748
799,1728,1728
800,2742,2742
801,2432,2432
802,1125,1125
803,2471,2471
804,1399,1399
805,2632,2632
806,2689,2689
807,2101,2101
808,1244,1244
809,2660,2660
810,1495,1495
811,1609,1609
812,1947,1947
813,1241,1241
814,1760,1760
815,1232,1232
816,2192,2192
817,1068,1068
818,2552,2552
819,2000,2000
820,2317,2317
821,1026,1026
822,1263,1263
823,2116,2116
824,2053,2053
825,2161,2161
826,1140,1140
827,1221,1221
828,2199,2199
829,1869,1869
830,2035,2035
831,2598,2598
832,1376,1376
833,1356,1356
834,1303,1303
835,2112,2112
836,1813,1813
837,1191,1191
838,1814,1814
839,1310,1310
840,1217,1217
841,1396,1396
842,2648,2648
843,1834,1834
844,2026,2026
845,1719,1719
846,1856,1856
847,2537,2537
848,2591,2591
849,1597,1597
850,2193,2193
851
852,2095,2095
853,2550,2550
854,2092,2092
855,2123,2123
856,1864,1864
857,1498,1498
858,1173,1173
859,2310,2310
860
861,1386,1386
862,1659,1659
863,2121,2121
864,1620,1620
865,2021,2021
866,1290,1290
867,2183,2183
868,1563,1563
869,1999,1999
870,2051,2051
871,1819,1819
872,2076,2076
873,1546,1546
874,1080,1080
875,1336,1336
876,2478,2478
877,2409,2409
878,1078,1078
879,1112,1112
880,2469,2469
881,1514,1514
882,1640,1640
883
884,1247,1247
885,2401,2401
886,2562,2562
887,1668,1668
888,2523,2523
889,2704,2704
890,2339,2339,2571,2571
891,1889,1889
892,1183,1183
893,2543,2543
894,1519,1519
895,2327,2327
896,2242,2242
897,2362,2362
898,1633,1633
899,1503,1503
900,1082,1082
901,2255,2255
902,2526,2526
903,1485,1485
904,2138,2138
905,2364,2364
906,1943,1943
907,1452,1452
908,1907,1907
909,1499,1499
910,1756,1756
911,1554,1554
912,2360,2360
913,1402,1402
914,1833,1833
915,1166,1166
916,2263,2263
917
918,2403,2403
919,2535,2535
920,2347,2347
921,1757,1757
922,1807,1807
923,1841,1841
924,1548,1548
925,2133,2133
926
927,1645,1645
928,1115,1115
929,2638,2638
930,1152,1152
931,2002,2002
932,1845,1845
933,2396,2396
934,2147,2147
935,1439,1439
936,2503,2503
937,2009,2009
938,1636,1636
939,1851,1851
940,2040,2040
941,1113,1113
942,1464,1464
943,1512,1512
944,2448,2448
945,1216,1216
946,2325,2325
947,1602,1602
948,2067,2067
949,2568,2568
950,2173,2173
951,2191,2191
952,2668,2668
953
954,1565,1565
955,1426,1426
956,2335,2335
957,2187,2187
958,1296,1296
959,2382,2382
960,1483,1483
961,1397,1397
962,2583,2583
963,1474,1474
964,1220,1220
965,1812,1812
966,2365,2365
967,1343,1343
968,2399,2399
969,1608,1608
970,2442,2442
971,1120,1120
972
973
974,1530,1530
975,1895,1895
976,2048,2048
977,2744,2744
978,2678,2678
979,2071,2071
980,1187,1187
981,2251,2251
982,1099,1099
983,2278,2278
984,1816,1816
985,2330,2330
986,2329,2329
987,1057,1057
988,1284,1284
989,1254,1254
990,1750,1750
991,1507,1507
992,1542,1542
993,1138,1138
994,1056,1056
995,1369,1369
996,2653,2653
997,1373,1373
998,1924,1924
999,1450,1450
1000,2218,2218
1001,1848,1848
1002,2542,2542
1003,2334,2334
1004
1005,2345,2345
1006,1897,1897
1007,2402,2402
1008,2698,2698
1009,1772,1772
1010,1410,1410
1011,2030,2030
1012,2425,2425
1013,1326,1326
1014,1930,1930
1015,2753,2753
1016
1017
1018,2540,2540
1019,2031,2031
1020,2450,2450
1021,1787,1787
